callType,numberPhone,start,end
02,73975668820,20230516174636,20230516181654
01,77884947684,20230513045406,20230513055512
01,73989374416,20230509091553,20230509113745
01,74266193507,20230506203823,20230506205210
02,72563518445,20230523183432,20230523192249
01,75153798640,20230516172722,20230516175413
01,77231261239,20230525100210,20230525115026
02,77057826015,20230504125016,20230504141107
02,76133045219,20230508021534,20230508051122
02,72148441021,20230517162858,20230517172416
02,76562113472,20230516155747,20230516164216
02,73802903831,20230504140821,20230504154932
02,77309157800,20230526125757,20230526151531
01,73151066246,20230531214217,20230531220242
02,79892053094,20230526033120,20230526045222
01,74855970840,20230506023714,20230506041903
02,76562113472,20230527234128,20230528014235
02,76033088687,20230521173746,20230521202400
02,75843285631,20230519185341,20230519213707
01,75977395603,20230508081333,20230508102821
01,79467928973,20230519152728,20230519175335
02,71449672082,20230513152409,20230513170015
02,76775686031,20230518041534,20230518070246
02,72703931517,20230530123509,20230530133143
02,74787622555,20230512123748,20230512132910
02,78141708963,20230520223730,20230520230704
01,76282941895,20230515123906,20230515124412
02,73921378807,20230511054934,20230511065342
02,75392088238,20230517135850,20230517162351
01,72935761612,20230531010147,20230531032356
01,72202491853,20230528060041,20230528065728
02,76198156696,20230529153834,20230529160617
02,76357407284,20230522043951,20230522065458
02,77385972537,20230524140921,20230524153145
01,79157704345,20230520003558,20230520023022
02,71662579923,20230505233041,20230506014538
01,73818171028,20230522023318,20230522050636
02,71217337916,20230511060000,20230511082910
02,72024357238,20230515005713,20230515031828
02,77905102371,20230509014941,20230509033119
02,79801412605,20230519085040,20230519090601
01,72511051868,20230515022324,20230515044809
01,73574779392,20230504214249,20230504235934
01,72165192388,20230520230046,20230521004001
01,73105211222,20230526030416,20230526031213
02,73099962502,20230501191204,20230501203607
01,73411863956,20230523232347,20230523235042
01,77137533262,20230528111941,20230528132021
01,78954430622,20230525155017,20230525173844
01,72078487072,20230505165319,20230505184239
02,72154358158,20230524191440,20230524214737
02,79416213892,20230524000726,20230524004740
01,73134073423,20230501203843,20230501224319
01,76133045219,20230503170801,20230503195545
02,73149990813,20230516030746,20230516035538
02,74679159106,20230531222214,20230531230725
01,77474010838,20230524110306,20230524120051
02,75262331423,20230531171244,20230531195926
02,78316035342,20230527145125,20230527153014
01,79347881625,20230510173135,20230510184247
02,73105211222,20230517083345,20230517101738
02,78494215091,20230504233144,20230504235359
01,71945668145,20230529165629,20230529194956
02,77568834625,20230512144458,20230512172715
01,75025159588,20230514002111,20230514031646
02,73058516937,20230513235356,20230514002943
02,72801827363,20230502123916,20230502145019
02,78316035342,20230514015845,20230514042710
02,78036290593,20230511055315,20230511065554
01,76471809452,20230507181907,20230507184803
02,77574399278,20230521034125,20230521054016
01,78495651553,20230520012816,20230520040207
01,76728068721,20230514192840,20230514211140
01,78952849385,20230502023055,20230502034756
01,73686178542,20230529020252,20230529045948
01,75972242407,20230527205327,20230527231230
01,77167015296,20230519032039,20230519054647
02,75272379453,20230505105027,20230505122500
02,77905102371,20230510231320,20230511011818
01,79794667195,20230506124356,20230506151841
02,78144555099,20230530010414,20230530015317
01,73753340882,20230527115924,20230527123944
02,73151066246,20230531031656,20230531034949
01,77961488033,20230515113507,20230515125002
01,73554282992,20230509032212,20230509051446
01,77594556215,20230525191431,20230525213134
02,71225712195,20230520062001,20230520091854
02,75584144600,20230527063248,20230527091204
02,77378792406,20230526225538,20230526231816
02,76298847808,20230512080131,20230512101640
01,73885690829,20230507085701,20230507090947
01,71194043655,20230512063356,20230512084722
01,76301035425,20230529122351,20230529124852
01,71284451858,20230513060141,20230513063452
01,75193976142,20230527093933,20230527114214
01,79541156661,20230505142713,20230505172002
02,78512007632,20230529122156,20230529132722
02,77278523567,20230521142625,20230521154243
02,75452983616,20230525012312,20230525034955
02,75643963090,20230509090821,20230509094530
01,72847817204,20230524063520,20230524064100
02,79408507920,20230531194104,20230531223943
01,76901240235,20230518135735,20230518143823
01,77973499911,20230509174529,20230509190806
02,77644029985,20230502012044,20230502023956
02,72665053436,20230518042938,20230518050831
01,76983680240,20230513122309,20230513143847
01,79715134269,20230501123924,20230501144456
02,73148072536,20230518093505,20230518110000
02,74048771617,20230512012614,20230512014459
02,72977687516,20230531072814,20230531075954
02,73621223640,20230511061810,20230511072151
02,73753340882,20230517110333,20230517134740
02,79996437207,20230508192558,20230508205845
01,77721629463,20230523163249,20230523183527
02,77231261239,20230521064356,20230521074550
02,76457876746,20230515190617,20230515201656
01,77057826015,20230509073847,20230509100847
02,71518440042,20230530014101,20230530023602
01,79338337732,20230513104303,20230513110713
02,73996488249,20230510172940,20230510190243
02,78897263751,20230508025030,20230508044302
01,71416018721,20230526065115,20230526075444
01,72281954896,20230501184811,20230501204720
01,71285700831,20230530160251,20230530172313
01,76118846960,20230509015934,20230509021945
02,77885082203,20230520181355,20230520195823
01,76981215571,20230515111910,20230515122541
01,72195085728,20230512145405,20230512145705
02,79704716898,20230513072707,20230513073812
02,78744579200,20230504164547,20230504182359
01,71458730635,20230510154845,20230510172059
01,77843120904,20230515225930,20230515235308
01,73383199407,20230517042850,20230517064623
02,79723177737,20230503084519,20230503112256
01,75711031958,20230505001918,20230505030901
02,78006372818,20230529142536,20230529151838
02,78699860437,20230522214636,20230522234802
02,71816983400,20230506163510,20230506192723
01,74952514465,20230503235911,20230504015738
01,71338614845,20230501113425,20230501133407
01,72202491853,20230523152516,20230523171718
02,75392088238,20230501094208,20230501095928
02,71145911510,20230508113555,20230508132506
02,77854496186,20230510170503,20230510171201
02,74899325658,20230507154142,20230507164542
01,75826426593,20230504110138,20230504130112
02,73934996428,20230511174806,20230511181422
02,79704716898,20230504113945,20230504135943
01,72996018441,20230529072742,20230529082223
02,74202848786,20230513212122,20230513222527
01,77573312997,20230529142616,20230529160702
01,73602413454,20230513094403,20230513112934
02,78236611427,20230515041008,20230515060502
02,75403580348,20230521083820,20230521113314
01,71217337916,20230518093704,20230518113534
02,79373053312,20230517043229,20230517054837
01,74098596990,20230521004845,20230521010713
01,72627778789,20230516095542,20230516105128
01,74187790919,20230528180238,20230528190329
01,74716963835,20230505060145,20230505062132
02,72426875109,20230528214221,20230528221018
01,71225712195,20230511072914,20230511075827
02,72361684412,20230515022106,20230515025621
02,77363047316,20230527165600,20230527172434
02,79399098202,20230528234842,20230529005212
01,79526129185,20230513104326,20230513110422
02,75461838282,20230519042122,20230519055034
02,77653484810,20230502060139,20230502075848
02,78413098543,20230519023825,20230519043648
02,71327364225,20230506095713,20230506103350
01,75364243247,20230518222107,20230518233525
01,75711031958,20230506082847,20230506094212
01,77371135760,20230529103229,20230529125649
02,72841057630,20230505034005,20230505035707
01,77574399278,20230503201433,20230503221058
02,72154358158,20230504052757,20230504062425
02,75925488906,20230515195754,20230515223902
02,77432775470,20230529121635,20230529135324
02,79419957779,20230506221746,20230507010645
02,75698253318,20230503041405,20230503044256
01,79373053312,20230521122849,20230521140944
02,79484535993,20230513010614,20230513010923
01,77166696156,20230517035759,20230517051014
01,74826500219,20230515140011,20230515162250
02,76468992826,20230507084330,20230507085916
02,77755385674,20230503184122,20230503185110
01,72224240226,20230527011229,20230527035951
02,73946781522,20230516034431,20230516052533
02,77653484810,20230504072500,20230504100431
01,76118846960,20230527075855,20230527085936
02,75886904111,20230514054925,20230514062238
02,79034479254,20230517015237,20230517040020
01,77614845484,20230519171333,20230519184558
02,75214144219,20230506063938,20230506070811
02,76875136392,20230528172822,20230528195924
01,74645692064,20230519231102,20230520010138
02,74928326374,20230513192349,20230513195000
02,76349198699,20230531013938,20230531023604
02,71879411133,20230522173250,20230522181434
02,75884304012,20230516084243,20230516110842
02,78665094890,20230521005039,20230521021553
01,75466068477,20230531052530,20230531064825
01,79711569684,20230527162025,20230527170901
02,77987449518,20230523233118,20230523235009
01,79416213892,20230505184934,20230505213331
02,71586778271,20230511070927,20230511094220
02,75487718131,20230510180828,20230510203636
02,78814887970,20230519032037,20230519054441
01,79512228415,20230522154248,20230522165207
01,76148606622,20230503103429,20230503115426
02,71637260174,20230516010843,20230516032828
02,78741285161,20230501141622,20230501154203
02,79704716898,20230524093142,20230524100337
02,71385020179,20230531090920,20230531091937
01,79808532610,20230510063142,20230510081852
02,77422328142,20230505140917,20230505162558
01,78033239724,20230512014540,20230512043042
01,78733272388,20230503085830,20230503103442
01,73785183977,20230503084303,20230503110534
01,73686178542,20230521040041,20230521052455
02,71874374829,20230526210801,20230526232331
01,78328247251,20230501203808,20230501213841
01,75622023520,20230526103006,20230526121945
01,78435364043,20230504203509,20230504222411
02,73744358366,20230529142138,20230529144621
01,75636208388,20230518013544,20230518014700
01,71003834681,20230523222620,20230524001928
01,78955861599,20230514070802,20230514100732
02,78134725398,20230509153041,20230509171854
01,71885154368,20230526172733,20230526200516
01,77411106357,20230519140344,20230519155459
01,74946592818,20230519005327,20230519020656
01,73105211222,20230514084524,20230514110225
01,71758811694,20230502173938,20230502201705
01,74596439007,20230504114331,20230504131225
02,73383199407,20230511004119,20230511032937
01,73642314592,20230511164610,20230511185202
02,79505931676,20230518120104,20230518130606
02,77973499911,20230530025452,20230530050202
02,75759663472,20230508015257,20230508031225
01,76912003993,20230515164040,20230515171206
01,76285129606,20230505131217,20230505154105
02,76675157006,20230517002944,20230517010926
02,71281952311,20230517224406,20230518010726
01,72888624431,20230516192307,20230516201418
02,78898752764,20230516231302,20230516231911
01,71855285105,20230519150156,20230519155021
02,74226231870,20230529015941,20230529030144
02,78811350544,20230514141956,20230514170304
01,79351426852,20230503020751,20230503041358
02,76738350567,20230524220549,20230525000559
01,75193976142,20230529170257,20230529182018
01,74855970840,20230507105534,20230507131619
02,78283673425,20230523032519,20230523051020
01,74596378312,20230514184433,20230514214027
02,73841739318,20230510032932,20230510042553
01,77474010838,20230508231204,20230509010615
02,76348668229,20230527181213,20230527185537
01,78161334513,20230505204838,20230505210308
02,73283614061,20230511033410,20230511042058
01,76235302384,20230517043719,20230517050620
01,79346128125,20230530142102,20230530171704
01,79907463717,20230531165937,20230531191357
02,71168033644,20230524010307,20230524024349
02,71348054462,20230506081357,20230506095925
02,79557438322,20230511050659,20230511071551
02,71319233446,20230516035847,20230516052717
02,79599054611,20230517034403,20230517050826
02,73717774758,20230507102612,20230507103238
02,73883605318,20230521231034,20230521234121
02,74773000122,20230506195230,20230506201946
02,71971991436,20230507130723,20230507152007
01,75234492277,20230520202831,20230520230502
01,74218502060,20230511210401,20230511214724
01,78413927053,20230512094958,20230512095113
02,76642234016,20230513054723,20230513062029
02,74639482790,20230531005936,20230531011348
01,72018948402,20230513133017,20230513152317
01,79891203978,20230504030903,20230504045053
01,74465039493,20230504172725,20230504195218
01,79714413298,20230507123205,20230507130528
02,75501572983,20230514184556,20230514210143
01,76335650325,20230507093434,20230507095514
02,79399098202,20230505071526,20230505081402
01,71603334393,20230502062644,20230502073013
02,78478813208,20230503114315,20230503131423
01,79034479254,20230521080727,20230521094920
02,77468429855,20230513075419,20230513080501
01,79711161558,20230525140539,20230525163630
01,79279496837,20230512224619,20230512235417
02,79419957779,20230514192220,20230514213442
01,72972057796,20230505215706,20230506004728
02,77348468364,20230501071300,20230501091520
02,76714442294,20230529023948,20230529051444
02,71165374670,20230527163233,20230527184657
02,71663166468,20230510174136,20230510195449
02,78711952561,20230515163353,20230515193055
02,79714413298,20230513000449,20230513002900
02,72097558218,20230504160151,20230504174525
02,78579305657,20230519125610,20230519151052
02,75643963090,20230519162737,20230519173444
02,76969079526,20230523153906,20230523171109
01,72628662029,20230524225346,20230524232807
01,72389008948,20230504125942,20230504131612
01,71165374670,20230526230404,20230527004746
01,79328308676,20230515060708,20230515062144
01,77174870718,20230510105657,20230510135051
01,79552068376,20230515182243,20230515211651
01,76806636825,20230507192840,20230507195708
01,72347067403,20230501020144,20230501022343
02,76738350567,20230528203038,20230528232058
02,76222555048,20230510060300,20230510082127
02,72024357238,20230526173514,20230526180448
02,78558788447,20230502220904,20230502233856
02,72804302697,20230523123202,20230523142225
01,77588550346,20230509125902,20230509134615
02,71003834681,20230525104317,20230525115531
01,74937784396,20230518200253,20230518222408
02,74848926476,20230519033111,20230519045904
01,75392088238,20230520000358,20230520003041
01,74571383478,20230521032135,20230521032733
02,78006372818,20230530044440,20230530064938
02,78711952561,20230529191344,20230529213150
01,73217587509,20230504144321,20230504165251
01,73934996428,20230514185808,20230514203743
01,76357407284,20230516032714,20230516061846
02,72154358158,20230527131424,20230527154816
02,78272928323,20230527095658,20230527112253
01,73159061805,20230515083656,20230515093519
01,76161180677,20230514023117,20230514045741
02,79715134269,20230518172539,20230518190033
02,76298240074,20230523054619,20230523064138
02,73686178542,20230526152638,20230526165253
01,78328247251,20230513061934,20230513083557
02,74844840049,20230512031924,20230512055437
01,75459144125,20230521220110,20230521234817
01,73564375538,20230515175910,20230515193301
01,76324390703,20230518012001,20230518013959
02,73159061805,20230505055607,20230505075704
02,73686178542,20230508233615,20230509013516
02,77474010838,20230503173156,20230503183204
01,77435249180,20230527022849,20230527052106
02,75498692756,20230530192342,20230530210815
01,77451176486,20230519063253,20230519063309
02,78438431975,20230504043110,20230504063038
02,76728068721,20230530132453,20230530151338
02,73099962502,20230528103433,20230528115634
02,71844557621,20230513182043,20230513205126
02,75279494006,20230502043811,20230502044826
01,71285700831,20230511023908,20230511040325
01,79195431253,20230528124858,20230528152330
01,71314262135,20230512160415,20230512173115
01,78328352467,20230529142722,20230529172052
02,72141803118,20230515172447,20230515172700
02,77721629463,20230518235919,20230519021100
01,75526693434,20230501023243,20230501025357
02,74498841869,20230527192810,20230527203429
02,72148441021,20230524203022,20230524210001
01,77371135760,20230529010618,20230529033020
02,79202094108,20230504224730,20230504232925
02,72154358158,20230510234150,20230511003527
01,75227542722,20230514081052,20230514091814
01,78163181003,20230516125602,20230516135928
02,79368645741,20230506084656,20230506110358
02,72635950112,20230510111148,20230510120422
01,78545767175,20230510140748,20230510144147
02,72078487072,20230504013900,20230504040346
02,74937784396,20230511120130,20230511122325
02,78043667866,20230505102942,20230505121528
01,74238851704,20230521044304,20230521070214
02,72632752188,20230523222644,20230523230102
01,79065358010,20230501145647,20230501161244
01,73972407040,20230519183033,20230519183125
01,72615063473,20230505143033,20230505170107
02,73468611184,20230527205527,20230527234632
01,74596439007,20230506123511,20230506152000
02,75035272232,20230525103312,20230525111140
02,73036625352,20230507172329,20230507192106
02,71885154368,20230531134946,20230531135909
01,72332024578,20230529123117,20230529133724
02,75784116599,20230528090857,20230528091715
02,77726561528,20230503021957,20230503034216
01,79828391349,20230521153533,20230521164308
02,72335297182,20230516235929,20230517022607
01,75636077196,20230528161543,20230528181102
02,77094284204,20230502162833,20230502175254
01,72367060923,20230527181744,20230527210341
01,77166696156,20230506220738,20230507000459
02,78272928323,20230531162347,20230531171324
01,75044785846,20230512172015,20230512181435
02,71567557398,20230524094703,20230524123650
02,79505931676,20230510020719,20230510042603
02,71545649140,20230506234912,20230507005500
01,75886904111,20230518123308,20230518144159
02,76901240235,20230505182442,20230505202401
02,78059263879,20230509023717,20230509042224
02,74917857954,20230505001040,20230505014111
02,76301035425,20230501162713,20230501174040
01,72642575109,20230505073614,20230505084315
02,74695929132,20230506002243,20230506014242
01,73811759356,20230519184536,20230519194652
01,74296609435,20230505133851,20230505161727
01,72141803118,20230513010756,20230513011403
02,72273961305,20230507034219,20230507063701
01,71886900639,20230530174122,20230530184732
02,79195431253,20230501151208,20230501154753
01,77691701039,20230516122454,20230516150629
02,75972242407,20230514032026,20230514055118
02,76235302384,20230516164714,20230516182231
01,78873894384,20230530151416,20230530165857
02,77573312997,20230528012832,20230528013954
01,79421411676,20230502134805,20230502153024
01,73217587509,20230511171222,20230511183834
02,73036625352,20230525162739,20230525183347
02,74571383478,20230512070820,20230512090003
